event_time,order_id,product_id,category_id,category_code,brand,price,user_id
2020-04-29 12:05:34 UTC,2297991320922226852,1515966223509123236,2268105442242593506,,barjher,9.24,1515915625441507853
2020-04-29 12:05:34 UTC,2297991320922226852,1515966223509127751,2268105440044778162,appliances.personal.scales,polaris,21.97,1515915625441507853
2020-04-29 12:09:12 UTC,2297993149328392585,1515966223509302893,2268105393462837974,country_yard.weather_station,beurer,23.12,1515915625450210859
2020-04-29 12:09:13 UTC,2297993157859606924,1515966223509089076,2268105428166508982,electronics.smartphone,samsung,161.78,1515915625442449953
2020-04-29 12:09:53 UTC,2297993489704550822,2273948319115903999,2268105441101742794,appliances.kitchen.blender,polaris,43.96,1515915625446427516
2020-04-29 12:10:33 UTC,2297993830969901527,2273948186710114818,2268105445094720286,,schwiizer,20.81,1515915625452188656
2020-04-29 12:13:52 UTC,2297995500990759592,1515966223509104759,2268105428166508982,electronics.smartphone,samsung,300.90,1515915625452153300
2020-04-29 12:17:26 UTC,2297997293107807087,1515966223509089514,2268105428166508982,electronics.smartphone,samsung,254.61,1515915625445931001
2020-04-29 12:20:08 UTC,2297998653177987103,1515966223509104759,2268105428166508982,electronics.smartphone,samsung,300.90,1515915625452129959
2020-04-29 12:24:04 UTC,2298000635255062805,1515966223509117349,2268105402447037312,appliances.personal.scales,scarlett,18.50,1515915625444748157
2020-04-29 12:25:34 UTC,2298001389550305634,1515966223509088613,2268105430162997728,electronics.audio.headphone,apple,203.68,1515915625452193181
2020-04-29 12:27:02 UTC,2298002125248004522,2273948241915544394,2268105428166508982,electronics.smartphone,apple,346.97,1515915625452195717
2020-04-29 12:27:06 UTC,2298002162359206320,1515966223509616430,2268105393966154464,appliances.kitchen.refrigerators,caso,312.48,1515915625447655362
2020-04-29 12:27:47 UTC,2298002502676644300,1515966223509107888,2268105427260539298,,samsung,18.50,1515915625441373398
2020-04-29 12:27:47 UTC,2298002502676644300,1515966223509088628,2268105428166508982,electronics.smartphone,samsung,856.46,1515915625441373398
2020-04-29 12:30:50 UTC,2298004034688123530,1515966223509262208,2268105428166508982,electronics.smartphone,nokia,83.31,1515915625443079151
2020-04-29 12:31:04 UTC,2298004151876977305,1515966223509089836,2268105428166508982,electronics.smartphone,vivo,208.31,1515915625448248348
2020-04-29 12:31:47 UTC,2298004518056493760,1515966223509106817,2268105426648170900,electronics.tablet,samsung,162.01,1515915625445024267
2020-04-29 12:32:44 UTC,2298004997423497997,2273948312304353950,2268105428166508982,electronics.smartphone,huawei,138.63,1515915625441043792
2020-04-29 12:35:27 UTC,2298006362988217260,1515966223509382227,2268105411523510340,accessories.bag,kingston,6.23,1515915625452198555
2020-04-29 12:36:33 UTC,2298006914606302181,1515966223509090139,2268105428166508982,electronics.smartphone,samsung,138.63,1515915625449928852
2020-04-29 12:37:38 UTC,2298007461744869422,2273948308663698149,2374498914000592280,electronics.video.tv,samsung,381.92,1515915625452192561
2020-04-29 12:42:12 UTC,2298009757589438761,1515966223509104974,2268105406356128718,computers.peripherals.keyboard,,12.71,1515915625451999752
2020-04-29 12:42:12 UTC,2298009757589438761,1515966223509127651,2268105409225031698,computers.peripherals.monitor,aoc,109.24,1515915625451999752
2020-04-29 12:42:12 UTC,2298009757589438761,1515966223509260344,2268105406549066706,computers.peripherals.mouse,logitech,11.55,1515915625451999752
2020-04-29 12:42:12 UTC,2298009757589438761,1515966223509104402,2268105409317306388,,,300.90,1515915625451999752
2020-04-29 12:48:36 UTC,2298012983688692346,1515966223509130844,2268105390484882084,appliances.iron,tefal,81.00,1515915625452171467
2020-04-29 12:51:31 UTC,2298014448792634130,1515966223509105072,2268105440917193414,appliances.kitchen.mixer,maxwell,16.18,1515915625449402523
2020-04-29 12:51:36 UTC,2298014487472505625,1515966223509090092,2268105406549066706,computers.peripherals.mouse,logitech,77.52,1515915625445675883
2020-04-29 12:51:50 UTC,2298014603872830244,1515966223509283414,2268105654591816244,,maxwell,6.92,1515915625452183601
2020-04-29 12:51:50 UTC,2298014603872830244,1515966223509089420,2268105406549066706,computers.peripherals.mouse,,5.07,1515915625452183601
2020-04-29 12:51:50 UTC,2298014603872830244,1515966223509261693,2268105438702600852,,maestro,3.68,1515915625452183601
2020-04-29 12:59:41 UTC,2298018560376570085,1515966223509090205,2268105441856717530,appliances.kitchen.kettle,vitek,20.81,1515915625452211455
2020-04-29 12:59:46 UTC,2298018598116917482,1515966223509104973,2268105428250395064,electronics.telephone,panasonic,29.14,1515915625452200691
2020-04-29 13:02:59 UTC,2298020220926689678,1515966223509090011,2268105428166508982,electronics.smartphone,samsung,138.87,1515915625452094662
2020-04-29 13:03:18 UTC,2298020380796780966,1515966223509089955,2268105441009468104,appliances.kitchen.meat_grinder,moulinex,57.85,1515915625444057633
2020-04-29 13:04:58 UTC,2298021217040335364,1515966223509127692,2268105430162997728,electronics.audio.headphone,sony,9.24,1515915625452214059
2020-04-29 13:11:48 UTC,2298024655925019493,1515966223509336023,2268105393035018958,,bork,391.18,1515915625452171015
2020-04-29 13:14:34 UTC,2298026047444091877,1515966223509127491,2268105393035018958,,polaris,46.27,1515915625451933302
2020-04-29 13:14:42 UTC,2298026113470825457,2273948219543126283,2268105402556089218,appliances.personal.hair_cutter,imetec,20.81,1515915625451952331
2020-04-29 13:15:08 UTC,2298026333160079366,1515966223509259935,2268105430162997728,electronics.audio.headphone,panasonic,3.45,1515915625441631626
2020-04-29 13:16:35 UTC,2298027060855046228,1515966223509299636,2268105428502053310,,sjcam,157.38,1515915625452213479
2020-04-29 13:16:55 UTC,2298027230749524074,1515966223509258997,2268105654591816244,,maxwell,8.08,1515915625452209496
2020-04-29 13:17:16 UTC,2298027408663511168,1515966223510206441,2268105446034244402,,,2.52,1515915625513724970
2020-04-29 13:20:23 UTC,2298028973541556521,1515966223509089262,2268105403822769052,,braun,42.80,1515915625452219882
2020-04-29 13:23:08 UTC,2298030363735228851,1515966223509612203,2268105392925967052,appliances.environment.air_heater,ava,11.55,1515915625451561768
2020-04-29 13:23:35 UTC,2298030589137125829,1515966223509104096,2268105458717818950,,sony,19.88,1515915625449597788
2020-04-29 13:27:58 UTC,2298032794787381933,1515966223509088650,2268105407220155366,computers.notebook,lenovo,479.14,1515915625452207777
2020-04-29 13:28:03 UTC,2298032832309625523,1515966223509259004,2268105440640369344,,redmond,16.18,1515915625452220622
2020-04-29 13:29:25 UTC,2298033523732251384,2273948232075706577,2268105406549066706,computers.peripherals.mouse,,20.35,1515915625441017719
2020-04-29 13:29:33 UTC,2298033587376620288,1515966223509105283,2268105428166508982,electronics.smartphone,xiaomi,148.82,1515915625452214898
2020-04-29 13:31:17 UTC,2298034461511517018,2273948309552889991,2268105464925389002,kids.skates,globber,138.63,1515915625452201337
2020-04-29 13:31:33 UTC,2298034599193740139,1515966223509089762,2268105389956399770,appliances.kitchen.washer,samsung,451.37,1515915625441412841
2020-04-29 13:31:33 UTC,2298034599193740139,2273948254808834551,2268105441101742794,appliances.kitchen.blender,,74.05,1515915625441412841
2020-04-29 13:31:33 UTC,2298034599193740139,1515966223509298620,2268105441009468104,appliances.kitchen.meat_grinder,philips,115.72,1515915625441412841
2020-04-29 13:31:33 UTC,2298034599193740139,1515966223509260303,2268105442636858090,furniture.kitchen.table,,23.13,1515915625441412841
2020-04-29 13:31:33 UTC,2298034599193740139,1515966223509259922,2268105442636858090,furniture.kitchen.table,rondell,20.81,1515915625441412841
2020-04-29 13:31:33 UTC,2298034599193740139,1515966223509123098,2268105439247860386,appliances.kitchen.microwave,samsung,122.66,1515915625441412841
2020-04-29 13:31:55 UTC,2298034778315686781,2273948184998838548,2268105441101742794,appliances.kitchen.blender,polaris,32.38,1515915625452149364
2020-04-29 13:34:17 UTC,2298035974564742130,1515966223510206745,2309018576985522845,,iqos,8.10,1515915625452075251
2020-04-29 13:40:04 UTC,2298038880856703210,1515966223509616600,2268105445094720286,,lavazza,6.92,1515915625444423811
2020-04-29 13:41:10 UTC,2298039440460742945,2273948190023614610,2268105406549066706,computers.peripherals.mouse,razer,39.10,1515915625514808023
2020-04-29 13:41:29 UTC,2298039596253970735,1515966223509089826,2268105406549066706,computers.peripherals.mouse,delux,6.00,1515915625444730113
2020-04-29 13:44:24 UTC,2298041066449797558,1515966223509089642,2268105439247860386,appliances.kitchen.microwave,ava,43.96,1515915625451671201
2020-04-29 13:46:38 UTC,2298042192276488730,2273948216456118471,2268105440917193414,appliances.kitchen.mixer,polaris,46.27,1515915625443915472
2020-04-29 13:46:55 UTC,2298042329916768810,1515966223509089896,2268105426648170900,electronics.tablet,prestigio,81.00,1515915625452207811
2020-04-29 13:54:09 UTC,2298045970010604429,1515966223509089685,2268105407220155366,computers.notebook,asus,289.33,1515915625448907381
2020-04-29 13:55:16 UTC,2298046537323774910,1515966223510206421,2268105413008293994,,ausini,9.24,1515915625448137384
2020-04-29 13:55:16 UTC,2298046537323774910,2273948277516796803,2268105413008293994,,ausini,8.08,1515915625448137384
2020-04-29 13:55:16 UTC,2298046537323774910,2273948241881989905,2268105412463034456,furniture.bedroom.pillow,rastar,3.45,1515915625448137384
2020-04-29 13:59:37 UTC,2298048720828104841,1515966223509283412,2268105406549066706,computers.peripherals.mouse,steelseries,92.57,1515915625446798505
2020-04-29 14:01:03 UTC,2298049449580036302,2273948310089761143,2268105441856717530,appliances.kitchen.kettle,philips,32.38,1515915625442715278
2020-04-29 14:01:03 UTC,2298049449580036302,1515966223509127621,2268105406456792016,computers.notebook,microlab,27.75,1515915625442715278
2020-04-29 14:02:43 UTC,2298050286561788191,1515966223509118542,2268105428074234292,electronics.telephone,nokia,22.89,1515915625452243614
2020-04-29 14:10:27 UTC,2298054179261776552,1515966223509104708,2268105392414261954,appliances.environment.vacuum,thomas,15.02,1515915625452247443
2020-04-29 14:14:38 UTC,2298056278712255354,1515966223509089875,2268105406549066706,computers.peripherals.mouse,trust,7.38,1515915625442130251
2020-04-29 14:17:49 UTC,2298057884467986457,1515966223509106845,2268105392741417672,appliances.environment.water_heater,ariston,118.03,1515915625452244970
2020-04-29 14:17:53 UTC,2298057916059484192,1515966223509127512,2268105444734010134,furniture.living_room.shelving,fissman,8.10,1515915625441394956
2020-04-29 14:18:16 UTC,2298058110532583481,2273948316532212462,2268105428166508982,electronics.smartphone,huawei,254.61,1515915625450853577
2020-04-29 14:19:11 UTC,2298058570781950063,1515966223509089296,2268105402556089218,appliances.personal.hair_cutter,philips,46.27,1515915625441538501
2020-04-29 14:19:11 UTC,2298058570781950063,1515966223509089486,2268105428166508982,electronics.smartphone,samsung,115.72,1515915625441538501
2020-04-29 14:19:11 UTC,2298058570781950063,1515966223509123282,2268105411523510340,accessories.bag,samsung,53.22,1515915625441538501
2020-04-29 14:19:23 UTC,2298058670690271352,1515966223509089400,2268105430162997728,electronics.audio.headphone,samsung,81.00,1515915625452250971
2020-04-29 14:20:57 UTC,2298059465175335107,2273948185074336135,2268105408964984844,computers.components.cooler,ship,6.23,1515915625452250093
2020-04-29 14:22:13 UTC,2298060100125851900,1515966223509127491,2268105393035018958,,polaris,46.27,1515915625452249408
2020-04-29 14:25:07 UTC,2298061556522418577,1515966223509106168,2268105392070329020,appliances.environment.vacuum,samsung,69.42,1515915625449335265
2020-04-29 14:27:40 UTC,2298062845666918937,1515966223509104159,2268105430162997728,electronics.audio.headphone,hyperx,43.96,1515915625441552162
2020-04-29 14:31:06 UTC,2298064568988992203,1515966223509565558,2268105427528974760,,neo,5.76,1515915625452255868
2020-04-29 14:31:32 UTC,2298064786681758433,1515966223509262301,2268105406549066706,computers.peripherals.mouse,bloody,25.44,1515915625451979138
2020-04-29 14:40:56 UTC,2298069521983864965,1515966223509127863,2268105458902368330,computers.peripherals.joystick,sony,57.85,1515915625452168656
2020-04-29 14:41:04 UTC,2298069587549225098,1515966223509088532,2268105428166508982,electronics.smartphone,samsung,300.90,1515915625452242851
2020-04-29 14:41:49 UTC,2298069964415828136,1515966223509122874,2268105407933187062,computers.peripherals.printer,hp,152.52,1515915625443027224
2020-04-29 14:47:49 UTC,2298072988148302299,1515966223509118542,2268105428074234292,electronics.telephone,nokia,22.89,1515915625452260595
2020-04-29 14:48:45 UTC,2298073451031691784,1515966223509089997,2268105409048870926,computers.network.router,tp-link,23.13,1515915625446798819
2020-04-29 14:51:30 UTC,2298074835521110650,1515966223509244985,2268105441101742794,appliances.kitchen.blender,maxwell,23.13,1515915625452264628
2020-04-29 14:54:04 UTC,2298076131896591077,1515966223509570831,2268105409845788704,computers.components.hdd,toshiba,67.80,1515915625452264730
2020-04-29 14:54:58 UTC,2298076586190045965,1515966223509127813,2268105408964984844,computers.components.cooler,hp,2.99,1515915625446811137
2020-04-29 14:57:11 UTC,2298077698066482038,1515966223509089975,2268105428166508982,electronics.smartphone,samsung,196.27,1515915625498229075
2020-04-29 14:59:54 UTC,2298079065845793773,1515966223509123209,2268105430162997728,electronics.audio.headphone,honor,23.13,1515915625452267522
2020-04-29 15:00:07 UTC,2298079176726414325,1515966223509130936,2268105389880902296,,polaris,39.33,1515915625448737699
2020-04-29 15:00:07 UTC,2298079176726414325,1515966223509122957,2268105393035018958,,polaris,46.27,1515915625448737699
2020-04-29 15:00:35 UTC,2298079409552228377,1515966223509089076,2268105428166508982,electronics.smartphone,samsung,161.78,1515915625442022679
2020-04-29 15:00:35 UTC,2298079409552228377,1515966223509336177,2268105427260539298,,ava,0.23,1515915625442022679
2020-04-29 15:00:46 UTC,2298079506071552034,1515966223509089245,2268105402556089218,appliances.personal.hair_cutter,philips,85.63,1515915625442449953
2020-04-29 15:13:14 UTC,2298085777554276936,1515966223509123272,2268105428166508982,electronics.smartphone,apple,242.80,1515915625450011090
2020-04-29 15:15:11 UTC,2298086760850129574,2273948319141068834,2268105440044778162,appliances.personal.scales,vitek,9.24,1515915625452246672
2020-04-29 15:15:36 UTC,2298086964164821682,1515966223509115690,2268105389067207300,appliances.kitchen.hood,samsung,266.18,1515915625441165447
2020-04-29 15:15:47 UTC,2298087060088554175,2273948308202324468,2268105402447037312,appliances.personal.scales,ava,11.55,1515915625449470673
2020-04-29 15:20:52 UTC,2298089619234751410,1515966223509127674,2268105442242593506,,akvafor,11.55,1515915625452275714
2020-04-29 15:21:09 UTC,2298089759584551872,1515966223509260317,2268105411523510340,accessories.bag,samsung,32.38,1515915625452278366
2020-04-29 15:22:22 UTC,2298090374855394301,1515966223509261485,2268105420969083162,,jandeks,62.48,1515915625448774845
2020-04-29 15:22:34 UTC,2298090474671439876,1515966223509284098,2268105427872907696,,technodom,10.42,1515915625445995806
2020-04-29 15:24:51 UTC,2298091624959311994,1515966223509089754,2268105428166508982,electronics.smartphone,apple,208.31,1515915625447661597
2020-04-29 15:27:05 UTC,2298092744368718054,1515966223509106817,2268105426648170900,electronics.tablet,samsung,162.01,1515915625451540176
2020-04-29 15:29:49 UTC,2298094120956068196,1515966223509088541,2268105408964984844,computers.components.cooler,ship,9.24,1515915625452283257
2020-04-29 15:31:20 UTC,2298094882843001272,1515966223510071367,2268105403436893076,,beurer,25.44,1515915625442449953
2020-04-29 15:31:21 UTC,2298094891617485242,2273948226270790619,2268105441856717530,appliances.kitchen.kettle,vitek,18.50,1515915625450352596
2020-04-29 15:33:46 UTC,2298096107395220017,1515966223509090072,2268105444734010134,furniture.living_room.shelving,fissman,7.99,1515915625444383389
2020-04-29 15:35:16 UTC,2298096862688707192,1515966223509089696,2268105406691673046,computers.peripherals.mouse,x-game,8.08,1515915625450616219
2020-04-29 15:36:27 UTC,2298097459345228472,1515966223509123327,2268105482608575048,,e.gov,13.87,1515915625442535868
2020-04-29 15:42:49 UTC,2298100668205892575,1515966223509089673,2268105426648170900,electronics.tablet,samsung,208.31,1515915625442596394
2020-04-29 15:46:31 UTC,2298102527196921982,1515966223509260658,2268105427528974760,,ava,4.61,1515915625452269165
2020-04-29 15:46:31 UTC,2298102527196921982,2273948282357023605,2268105427872907696,,sbs,12.01,1515915625452269165
2020-04-29 15:47:36 UTC,2298103072515162289,1515966223510208673,2268105428946649544,,apple,40.49,1515915625451633429
2020-04-29 15:47:36 UTC,2298103072515162289,1515966223509104136,2268105427528974760,,apple,23.13,1515915625451633429
2020-04-29 15:48:07 UTC,2298103334684328133,1515966223509104944,2268105428166508982,electronics.smartphone,samsung,104.14,1515915625443820514
2020-04-29 15:49:49 UTC,2298104192226558226,1515966223509127579,2268105428594328000,electronics.clocks,samsung,324.05,1515915625446507080
2020-04-29 15:53:38 UTC,2298106109350642109,1515966223509088622,2374498914000592280,electronics.video.tv,lg,370.35,1515915625441592438
2020-04-29 15:54:28 UTC,2298106533830984165,1515966223509090255,2268105409048870926,computers.network.router,tp-link,31.23,1515915625452271289
2020-04-29 15:54:43 UTC,2298106658301149684,2273948299729830339,2268105390300332704,appliances.ironing_board,perilla,54.61,1515915625445509879
2020-04-29 15:55:33 UTC,2298107073444971030,1515966223509117354,2268105458902368330,computers.peripherals.joystick,xbox,194.42,1515915625452212243
2020-04-29 15:55:43 UTC,2298107161777013282,1515966223509088541,2268105408964984844,computers.components.cooler,ship,9.24,1515915625448437566
2020-04-29 15:58:31 UTC,2298108564746535596,2273948303294988691,2268105441856717530,appliances.kitchen.kettle,redmond,37.01,1515915625451249308
2020-04-29 16:03:17 UTC,2298110968443437934,1515966223509722685,2268105427260539298,,usams,2.29,1515915625452272757
2020-04-29 16:04:48 UTC,2298111728963027895,1515966223509107913,2268105441101742794,appliances.kitchen.blender,redmond,81.00,1515915625449334181
2020-04-29 16:05:36 UTC,2298112131758818276,1515966223509090282,2268105458457772096,apparel.glove,xbox,335.63,1515915625449833035
2020-04-29 16:08:42 UTC,2298113696158711915,1515966223509104964,2268105428250395064,electronics.telephone,panasonic,37.01,1515915625452299201
2020-04-29 16:11:15 UTC,2298114976126075117,1515966223509127845,2268105419375247608,stationery.battery,varta,2.08,1515915625512660585
2020-04-29 16:12:54 UTC,2298115808309543227,1515966223509090014,2268105430162997728,electronics.audio.headphone,bloody,34.70,1515915625450650154
2020-04-29 16:13:39 UTC,2298116187692728672,1515966223509089646,2268105428166508982,electronics.smartphone,huawei,127.29,1515915625452301958
2020-04-29 16:14:03 UTC,2298116388750885242,1515966223509089045,2268105428401390012,,xiaomi,18.50,1515915625447671747
2020-04-29 16:16:50 UTC,2298117791544246763,1515966223509257990,2268105393848713950,appliances.kitchen.refrigerators,beko,231.46,1515915625452288392
2020-04-29 16:16:50 UTC,2298117791544246763,2273948277474853702,2268105439323357860,,ava,208.31,1515915625452288392
2020-04-29 16:17:03 UTC,2298117894396969456,1515966223509259040,2268105403738882970,,philips,104.14,1515915625451586176
2020-04-29 16:24:02 UTC,2298121410213577508,1515966223509106845,2268105392741417672,appliances.environment.water_heater,ariston,118.03,1515915625452244970
2020-04-29 16:24:14 UTC,2298121516404966189,1515966223509105062,2268105430162997728,electronics.audio.headphone,jbl,53.22,1515915625441886010
2020-04-29 16:24:36 UTC,2298121697909277508,1515966223509117562,2268105392070329020,appliances.environment.vacuum,samsung,85.63,1515915625442077629
2020-04-29 16:24:36 UTC,2298121697909277508,2273948303294988691,2268105441856717530,appliances.kitchen.kettle,redmond,37.01,1515915625442077629
2020-04-29 16:34:31 UTC,2298126686975164693,1515966223509089076,2268105428166508982,electronics.smartphone,samsung,161.78,1515915625444887937
2020-04-29 16:34:31 UTC,2298126686975164693,1515966223509616549,2268105427260539298,,samsung,4.61,1515915625444887937
2020-04-29 16:41:04 UTC,2298129981240246846,1515966223509257812,2268105427528974760,,neo,5.76,1515915625452316501
2020-04-29 16:41:47 UTC,2298130346455073377,1515966223509089499,2268105406549066706,computers.peripherals.mouse,,6.92,1515915625452311368
2020-04-29 16:41:47 UTC,2298130346455073377,2273948242175590517,2268105406691673046,computers.peripherals.mouse,,2.06,1515915625452311368
2020-04-29 16:42:34 UTC,2298130735610987137,1515966223509129592,2268105426983715228,construction.tools.screw,samsung,11.55,1515915625452310484
2020-04-29 16:44:30 UTC,2298131709603873517,1515966223509104342,2268105430162997728,electronics.audio.headphone,xiaomi,25.44,1515915625452317821
2020-04-29 16:55:02 UTC,2298137013729099936,2273948216389009527,2268105442636858090,furniture.kitchen.table,polaris,23.36,1515915625451324470
2020-04-29 16:55:02 UTC,2298137013729099936,1515966223509104729,2268105441101742794,appliances.kitchen.blender,moulinex,64.79,1515915625451324470
2020-04-29 16:57:26 UTC,2298138225505468670,1515966223509104954,2268105443039511282,furniture.kitchen.table,rondell,104.14,1515915625452023206
2020-04-29 16:57:26 UTC,2298138225505468670,2273948231614333909,2268105444910170906,furniture.bedroom.bed,muljhtidom,2.99,1515915625452023206
2020-04-29 16:57:26 UTC,2298138225505468670,1515966223509127517,2268105444734010134,furniture.living_room.shelving,muljhtidom,6.92,1515915625452023206
2020-04-29 16:57:52 UTC,2298138436864835851,1515966223509130259,2268105406356128718,computers.peripherals.keyboard,logitech,37.01,1515915625452323779
2020-04-29 17:04:39 UTC,2298141855449088537,1515966223509089252,2268105406549066706,computers.peripherals.mouse,genius,5.76,1515915625442155244
2020-04-29 17:05:53 UTC,2298142475753095766,1515966223509088522,2268105428166508982,electronics.smartphone,samsung,532.38,1515915625444920574
2020-04-29 17:07:29 UTC,2298143277787906715,1515966223509117561,2268105408679772166,computers.components.hdd,samsung,138.87,1515915625452113680
2020-04-29 17:07:42 UTC,2298143387452179111,1515966223509088667,2268105408293897214,stationery.cartrige,hp,13.87,1515915625445432939
2020-04-29 17:07:42 UTC,2298143387452179111,1515966223509089374,2268105408293897214,stationery.cartrige,hp,13.87,1515915625445432939
2020-04-29 17:08:31 UTC,2298143803560690381,1515966223509089685,2268105407220155366,computers.notebook,asus,289.33,1515915625452203967
2020-04-29 17:12:37 UTC,2298145860900356978,1515966223509267375,2268105427528974760,,,1.16,1515915625451460196
2020-04-29 17:14:33 UTC,2298146841042092998,1515966223509107036,2268105390484882084,appliances.iron,maxwell,13.87,1515915625452328474
2020-04-29 17:15:47 UTC,2298147456329712637,1515966223509131887,2268105427075989918,,ava,2.78,1515915625451702134
2020-04-29 17:19:00 UTC,2298149081119195275,1515966223510211086,2268105438929093274,,fissman,3.68,1515915625441185160
2020-04-29 17:19:00 UTC,2298149081119195275,2273948225356432050,2268105438929093274,,apollo,1.13,1515915625441185160
2020-04-29 17:25:44 UTC,2298152465654088068,1515966223509090099,2360741866917331945,appliances.environment.air_conditioner,beko,196.74,1515915625452306321
2020-04-29 17:30:12 UTC,2298154717869507131,1515966223509104342,2268105430162997728,electronics.audio.headphone,xiaomi,25.44,1515915625450087527
2020-04-29 17:31:50 UTC,2298155538166317692,1515966223510211240,2268105426983715228,construction.tools.screw,sbs,2.29,1515915625452338314
2020-04-29 17:41:08 UTC,2298160216258117647,1515966223509283024,2268105441101742794,appliances.kitchen.blender,braun,138.87,1515915625450643735
2020-04-29 17:42:03 UTC,2298160678789185586,2273948242871845461,2268105440220938934,appliances.kitchen.grill,tefal,78.68,1515915625442633046
2020-04-29 17:51:15 UTC,2298165306842939783,1515966223509089642,2268105439247860386,appliances.kitchen.microwave,ava,43.96,1515915625452345739
2020-04-29 17:52:37 UTC,2298165996101304765,1515966223509089406,2268105428166508982,electronics.smartphone,apple,1433.54,1515915625452182512
2020-04-29 17:55:12 UTC,2298167297610613283,2273948216422563972,2268105440824918724,computers.components.cpu,kenwood,416.64,1515915625452339425
2020-04-29 17:55:23 UTC,2298167387502936623,1515966223509104159,2268105430162997728,electronics.audio.headphone,hyperx,43.96,1515915625448186369
2020-04-29 17:55:59 UTC,2298167690180690506,1515966223509089399,2268105428166508982,electronics.smartphone,huawei,416.64,1515915625441700597
2020-04-29 17:55:59 UTC,2298167690180690506,1515966223509131626,2268105430162997728,electronics.audio.headphone,sony,18.50,1515915625441700597
2020-04-29 17:58:22 UTC,2298168894096933549,1515966223509107790,2374498914000592284,electronics.video.tv,samsung,925.90,1515915625452348133
2020-04-29 18:06:41 UTC,2298173074702337019,1515966223509104683,2268105402774193030,,philips,23.13,1515915625452302176
2020-04-29 18:08:02 UTC,2298173760605257768,1515966223509089470,2268105409048870926,computers.network.router,tp-link,27.75,1515915625452331647
2020-04-29 18:12:11 UTC,2298175846491357353,1515966223509122666,2268105430162997728,electronics.audio.headphone,samsung,8.08,1515915625445938216
2020-04-29 18:18:01 UTC,2298178785129791857,1515966223509127520,2268105444734010134,furniture.living_room.shelving,muljhtidom,6.00,1515915625452334085
2020-04-29 18:27:45 UTC,2298183679689622200,2273948219752841760,2268105402774193030,,vitek,23.13,1515915625452298955
2020-04-29 18:30:53 UTC,2298185261302940462,2273948308370096764,2268105409048870926,computers.network.router,altel,57.85,1515915625446116908
2020-04-29 18:31:59 UTC,2298185810354111317,1515966223509106007,2268105406549066706,computers.peripherals.mouse,hyperx,69.42,1515915625452360325
2020-04-29 18:31:59 UTC,2298185810354111317,2273948299721441723,2268105406691673046,computers.peripherals.mouse,hyperx,16.18,1515915625452360325
2020-04-29 18:31:59 UTC,2298185810354111317,1515966223509104225,2268105406356128718,computers.peripherals.keyboard,hyperx,129.61,1515915625452360325
2020-04-29 18:36:15 UTC,2298187955195347950,1515966223509089400,2268105430162997728,electronics.audio.headphone,samsung,81.00,1515915625442559364
2020-04-29 18:41:32 UTC,2298190616707727514,2273948246923543013,2268105402556089218,appliances.personal.hair_cutter,philips,53.22,1515915625452368106
2020-04-29 18:45:49 UTC,2298192775792820485,2273948319132680220,2268105403822769052,,philips,37.01,1515915625441114903
2020-04-29 18:55:27 UTC,2298197624768954873,1515966223509088628,2268105428166508982,electronics.smartphone,samsung,856.46,1515915625441373398
2020-04-29 18:55:27 UTC,2298197624768954873,1515966223509107888,2268105427260539298,,samsung,18.50,1515915625441373398
2020-04-29 18:57:10 UTC,2298198482294407724,1515966223509089250,2268105409225031698,computers.peripherals.monitor,lg,121.50,1515915625510896873
2020-04-29 19:10:02 UTC,2298204960245941156,2273948227386474768,2268105430162997728,electronics.audio.headphone,jbl,10.86,1515915625452365459
2020-04-29 19:15:02 UTC,2298207479101653041,1515966223509130549,2268105439004590748,,fissman,2.99,1515915625452338961
2020-04-29 19:15:02 UTC,2298207479101653041,1515966223509127521,2268105444734010134,furniture.living_room.shelving,apollo,6.92,1515915625452338961
2020-04-29 19:15:02 UTC,2298207479101653041,1515966223509105072,2268105440917193414,appliances.kitchen.mixer,maxwell,16.18,1515915625452338961
2020-04-29 19:18:31 UTC,2298209232673046672,1515966223509266761,2268105406549066706,computers.peripherals.mouse,,25.44,1515915625451810272
2020-04-29 19:36:24 UTC,2298218229413184091,1515966223509090092,2268105406549066706,computers.peripherals.mouse,logitech,77.52,1515915625449389188
2020-04-29 19:37:49 UTC,2298218944374243958,1515966223509089053,2360741867017995243,appliances.environment.air_conditioner,ava,173.59,1515915625447619353
2020-04-29 19:51:58 UTC,2298226069716599729,1515966223509089779,2374498914000592280,electronics.video.tv,lg,416.64,1515915625442339502
2020-04-29 19:51:58 UTC,2298226069716599729,1515966223509089265,2360741866917331945,appliances.environment.air_conditioner,beko,231.46,1515915625442339502
2020-04-29 19:51:58 UTC,2298226069716599729,2273948305987732167,2268105392833692362,appliances.environment.air_conditioner,lg,347.20,1515915625442339502
2020-04-29 19:55:10 UTC,2298227680488718341,1515966223509089427,2268105406356128718,computers.peripherals.keyboard,trust,18.50,1515915625441017719
2020-04-29 20:09:50 UTC,2298235058604998990,1515966223509089045,2268105428401390012,,xiaomi,18.50,1515915625452376649
2020-04-29 20:11:24 UTC,2298235852712575351,1515966223509090277,2268105406456792016,computers.notebook,microlab,27.75,1515915625452383934
2020-04-29 20:15:42 UTC,2298238011361460677,2273948305987732166,2268105392833692362,appliances.environment.air_conditioner,lg,810.16,1515915625443631971
2020-04-29 20:22:21 UTC,2298241357954679371,1515966223509259518,2268105392741417672,appliances.environment.water_heater,thermex,111.09,1515915625442940349
